InstitutionId,InstitutionName,TaxonomyLevel,TaxonomyValue,NonAttritionEvents,AttritionEvents,ProductionRank,PrestigeRank,OrdinalPrestigeRank
156.0,Ohio State University,Field,Anthropology,36.0,9.0,27,0.5522139186219553,58
156.0,Ohio State University,Field,Architecture,7.0,3.0,29,0.4616529285176846,39
156.0,Ohio State University,Field,Art History and Criticism,21.0,9.0,16,0.6071337365164461,24
156.0,Ohio State University,Field,Asian Languages,11.0,2.0,13,0.5813134643658093,15
156.0,Ohio State University,Field,Asian Studies,9.0,1.0,15,0.3273602638068956,24
156.0,Ohio State University,Field,Astronomy,24.0,4.0,25,0.619722681322592,24
156.0,Ohio State University,Field,Biochemistry,61.0,28.0,19,0.5687269487993486,53
156.0,Ohio State University,Field,Biomedical Engineering,20.0,6.0,27,0.5929333645930047,27
156.0,Ohio State University,Field,Biostatistics,12.0,3.0,34,0.91517316666256,8
156.0,Ohio State University,Field,Cell Biology,31.0,12.0,23,0.5533078807863219,28
156.0,Ohio State University,Field,Chemical Engineering,25.0,7.0,28,0.5775331078194047,41
156.0,Ohio State University,Field,Chemistry,67.0,28.0,21,0.5662209027458601,53
156.0,Ohio State University,Field,Civil Engineering,27.0,12.0,40,0.5451083419785133,40
156.0,Ohio State University,Field,Classics and Classical Languages,29.0,5.0,14,0.6721601790712647,15
156.0,Ohio State University,Field,Computer Engineering,108.0,35.0,10,0.6402514137666414,36
156.0,Ohio State University,Field,Computer Science,98.0,23.0,18,0.6421229916261376,32
156.0,Ohio State University,Field,Counselor Education,43.0,18.0,3,0.6865884818871015,14
156.0,Ohio State University,Field,Curriculum and Instruction,98.0,34.0,2,0.7847342323592851,10
156.0,Ohio State University,Field,Ecology,16.0,9.0,23,0.3682213582732219,24
156.0,Ohio State University,Field,Economics,76.0,27.0,21,0.6235996485744,33
156.0,Ohio State University,Field,Education,55.0,19.0,8,0.7201063020274596,12
156.0,Ohio State University,Field,Education Administration,70.0,31.0,7,0.6801173655994791,26
156.0,Ohio State University,Field,Educational Psychology,40.0,13.0,7,0.5884361448613792,22
156.0,Ohio State University,Field,Electrical Engineering,100.0,36.0,16,0.5493089963873568,38
156.0,Ohio State University,Field,English Language and Literature,108.0,32.0,21,0.5624582746218761,47
156.0,Ohio State University,Field,Entomology,22.0,8.0,15,0.5303712031784081,15
156.0,Ohio State University,Field,Environmental Engineering,23.0,7.0,34,0.5131267201438142,37
156.0,Ohio State University,Field,Environmental Health Sciences,10.0,3.0,20,0.7832940731047645,5
156.0,Ohio State University,Field,Environmental Sciences,39.0,15.0,21,0.574148326607039,30
156.0,Ohio State University,Field,Epidemiology,14.0,6.0,27,0.7678870447582942,12
156.0,Ohio State University,Field,Evolutionary Biology,9.0,5.0,30,0.1692757158225374,22
156.0,Ohio State University,Field,"Exercise Science, Kinesiology, Rehab, Health",106.0,33.0,2,0.6994885326650584,25
156.0,Ohio State University,Field,Finance,59.0,25.0,6,0.7517064031066402,6
156.0,Ohio State University,Field,Food Science,23.0,12.0,15,0.6245606556005069,15
156.0,Ohio State University,Field,French Language and Literature,5.0,2.0,25,0.4039040186479785,32
156.0,Ohio State University,Field,Gender Studies,9.0,1.0,16,0.4723989966169879,22
156.0,Ohio State University,Field,Geography,69.0,19.0,1,0.7222994960608596,12
156.0,Ohio State University,Field,Geology,41.0,11.0,26,0.4650743758037756,58
156.0,Ohio State University,Field,Germanic Languages and Literatures,13.0,4.0,17,0.5292887317927162,28
156.0,Ohio State University,Field,History,82.0,23.0,23,0.5885827729284012,42
156.0,Ohio State University,Field,Horticulture,29.0,16.0,8,0.5691498648844621,9
156.0,Ohio State University,Field,Human Development and Family Sciences,62.0,29.0,1,0.4883471402505135,30
156.0,Ohio State University,Field,Immunology,24.0,8.0,18,0.8405263757184642,7
156.0,Ohio State University,Field,Industrial Engineering,33.0,12.0,11,0.7152114366444758,12
156.0,Ohio State University,Field,Linguistics,23.0,8.0,10,0.6693248016726603,16
156.0,Ohio State University,Field,Management,85.0,36.0,14,0.6655642355730653,21
156.0,Ohio State University,Field,Management Information Systems,30.0,5.0,11,0.7630852524261079,12
156.0,Ohio State University,Field,Marketing,55.0,26.0,3,0.8182531226552376,10
156.0,Ohio State University,Field,Materials Engineering,34.0,11.0,14,0.5989542057532803,31
156.0,Ohio State University,Field,Mathematics,101.0,33.0,19,0.5801778694929681,44
156.0,Ohio State University,Field,Mechanical Engineering,77.0,23.0,17,0.5417566073817471,41
156.0,Ohio State University,Field,Microbiology,39.0,17.0,18,0.8668031610986968,7
156.0,Ohio State University,Field,Music,58.0,22.0,21,0.6004437617991045,39
156.0,Ohio State University,Field,Natural Resources,27.0,7.0,16,0.5168334373484498,15
156.0,Ohio State University,Field,Near and Middle Eastern Languages and Cultures,9.0,1.0,12,0.5564835245158961,17
156.0,Ohio State University,Field,Neuroscience,30.0,10.0,20,0.5979691934106566,26
156.0,Ohio State University,Field,Nursing,48.0,16.0,39,0.7721573220844913,44
156.0,Ohio State University,Field,Nutrition Sciences,46.0,12.0,5,0.4716317914982316,36
156.0,Ohio State University,Field,Pathology,50.0,15.0,11,0.779462294957585,6
156.0,Ohio State University,Field,Pharmaceutical Sciences,31.0,10.0,10,0.7768830957431182,7
156.0,Ohio State University,Field,Pharmacology,24.0,11.0,22,0.8155151403053913,12
156.0,Ohio State University,Field,Pharmacy,29.0,14.0,16,0.9851115613127028,2
156.0,Ohio State University,Field,Philosophy,25.0,12.0,35,0.5978073938243044,43
156.0,Ohio State University,Field,Physics,48.0,7.0,28,0.5973571845859142,42
156.0,Ohio State University,Field,Physiology,31.0,15.0,16,0.6113625185165468,31
156.0,Ohio State University,Field,Plant Pathology,21.0,8.0,16,0.6293414951146161,9
156.0,Ohio State University,Field,Political Science,111.0,19.0,11,0.727110563067733,19
156.0,Ohio State University,Field,Psychology,119.0,40.0,9,0.67335553234622,32
156.0,Ohio State University,Field,Public Health,36.0,13.0,29,0.6294363628535121,37
156.0,Ohio State University,Field,Slavic Languages and Literatures,7.0,2.0,16,0.4105077683022727,28
156.0,Ohio State University,Field,Social Work,65.0,19.0,11,0.6854466771151523,25
156.0,Ohio State University,Field,Sociology,111.0,30.0,7,0.6410781242902848,32
156.0,Ohio State University,Field,Spanish Language and Literature,16.0,6.0,23,0.5958730422262252,23
156.0,Ohio State University,Field,Speech and Hearing Sciences,15.0,10.0,13,0.7611046647646281,11
156.0,Ohio State University,Field,Statistics,38.0,12.0,22,0.578160341737197,31
156.0,Ohio State University,Field,Systems Engineering,23.0,7.0,14,0.7455912440250421,6
156.0,Ohio State University,Field,"Theatre Literature, History and Criticism",15.0,4.0,13,0.6194063023225644,25
156.0,Ohio State University,Field,Veterinary Medical Sciences,123.0,57.0,3,0.9143980732157406,4
156.0,Ohio State University,Domain,Applied Sciences,464.0,193.0,13,0.6021227229029426,31
156.0,Ohio State University,Domain,Education,332.0,133.0,1,0.7002614058068144,26
156.0,Ohio State University,Domain,Engineering,364.0,125.0,16,0.6059112020207401,51
156.0,Ohio State University,Domain,Humanities,532.0,172.0,16,0.6163477242429679,45
156.0,Ohio State University,Domain,Mathematics and Computing,302.0,93.0,17,0.5998338380175474,43
156.0,Ohio State University,Domain,Medicine and Health,747.0,290.0,6,0.6431350723781628,52
156.0,Ohio State University,Domain,Natural Sciences,621.0,214.0,24,0.6192307565706766,51
156.0,Ohio State University,Domain,Social Sciences,593.0,174.0,11,0.6633148141125967,37
157.0,Ohio University,Academia,Academia,381.0,136.0,113,0.3623943821938367,210
157.0,Ohio University,Field,Agricultural Engineering,3.0,2.0,98,0.4579265498411412,37
157.0,Ohio University,Field,Art History and Criticism,3.0,1.0,61,0.2330625573265818,104
157.0,Ohio University,Field,Astronomy,5.0,3.0,76,0.2411502975956781,65
157.0,Ohio University,Field,Biochemistry,7.0,2.0,119,0.2257591432902337,152
157.0,Ohio University,Field,Chemistry,6.0,2.0,118,0.1632502070679206,201
157.0,Ohio University,Field,Computer Science,9.0,3.0,117,0.233294933434924,160
157.0,Ohio University,Field,Counselor Education,19.0,9.0,26,0.6944379157981516,12
157.0,Ohio University,Field,Education,10.0,1.0,73,0.6467739215147932,20
157.0,Ohio University,Field,Electrical Engineering,17.0,8.0,85,0.3334586590548363,105
157.0,Ohio University,Field,English Language and Literature,34.0,14.0,61,0.3803790151178824,91
157.0,Ohio University,Field,"Exercise Science, Kinesiology, Rehab, Health",16.0,6.0,73,0.5163144539676522,64
157.0,Ohio University,Field,Geology,1.0,1.0,155,0.1955517420025371,129
157.0,Ohio University,Field,"Health, Physical Education, Recreation",8.0,8.0,43,0.2314831638534009,36
157.0,Ohio University,Field,History,4.0,2.0,108,0.3626239415320573,119
157.0,Ohio University,Field,Industrial Engineering,4.0,3.0,76,0.2181385291443659,63
157.0,Ohio University,Field,Information Technology,1.0,1.0,166,0.564394753347667,23
157.0,Ohio University,Field,Mathematics,4.0,3.0,144,0.1822558745118777,189
157.0,Ohio University,Field,Philosophy,3.0,2.0,100,0.296878883696075,135
157.0,Ohio University,Field,Physics,15.0,3.0,66,0.4266767062730164,103
157.0,Ohio University,Field,Political Science,1.0,1.0,166,0.3184264057534948,127
157.0,Ohio University,Field,Psychology,30.0,10.0,85,0.4953412779368288,92
157.0,Ohio University,Field,Public Health,4.0,2.0,166,0.0876135425471395,108
157.0,Ohio University,Field,Speech and Hearing Sciences,9.0,4.0,26,0.5190246082270151,24
157.0,Ohio University,Domain,Applied Sciences,9.0,1.0,172,0.1045959564208748,194
157.0,Ohio University,Domain,Education,46.0,18.0,79,0.4317447083146832,99
157.0,Ohio University,Domain,Engineering,41.0,16.0,105,0.3805989213218223,143
157.0,Ohio University,Domain,Humanities,60.0,22.0,94,0.3182588632501316,153
157.0,Ohio University,Domain,Mathematics and Computing,21.0,10.0,129,0.2638976891399707,163
157.0,Ohio University,Domain,Medicine and Health,62.0,26.0,136,0.3876795597110767,153
157.0,Ohio University,Domain,Natural Sciences,63.0,19.0,139,0.3747223127155267,172
157.0,Ohio University,Domain,Social Sciences,40.0,15.0,133,0.4038932959397484,141
158.0,Oklahoma State,Academia,Academia,807.0,352.0,75,0.4263094446882571,157
158.0,Oklahoma State,Field,Accounting,48.0,16.0,11,0.596761746802756,39
158.0,Oklahoma State,Field,Aerospace Engineering,15.0,11.0,36,0.1895486374763391,46
158.0,Oklahoma State,Field,Agricultural Economics,32.0,14.0,10,0.5225464305063554,13
158.0,Oklahoma State,Field,Agricultural Engineering,25.0,9.0,29,0.5260954865353195,27
158.0,Oklahoma State,Field,Animal Sciences,49.0,32.0,13,0.7592367428664042,14
158.0,Oklahoma State,Field,Architecture,3.0,3.0,57,0.5222245433027063,29
158.0,Oklahoma State,Field,Biochemistry,15.0,4.0,77,0.4549985282571322,85
158.0,Oklahoma State,Field,Cell Biology,2.0,1.0,147,0.2791023579793253,72
158.0,Oklahoma State,Field,Chemical Engineering,7.0,6.0,81,0.2632436514715871,108
158.0,Oklahoma State,Field,Chemistry,8.0,5.0,97,0.3847058400988423,103
158.0,Oklahoma State,Field,Civil Engineering,8.0,2.0,85,0.3375210230469438,90
158.0,Oklahoma State,Field,Communication Disorders and Sciences,4.0,1.0,70,0.4361412872030715,45
158.0,Oklahoma State,Field,Computer Engineering,8.0,1.0,114,0.3128518949429781,106
158.0,Oklahoma State,Field,Computer Science,7.0,1.0,111,0.3050525134596955,130
158.0,Oklahoma State,Field,Curriculum and Instruction,17.0,8.0,36,0.4602101827901315,51
158.0,Oklahoma State,Field,Ecology,2.0,1.0,94,0.2988156167841654,29
158.0,Oklahoma State,Field,Economics,13.0,10.0,66,0.3371955535315348,125
158.0,Oklahoma State,Field,Education,17.0,7.0,39,0.566864976532892,33
158.0,Oklahoma State,Field,Education Administration,27.0,11.0,20,0.4680664867200333,61
158.0,Oklahoma State,Field,Educational Psychology,4.0,1.0,65,0.2427105214634291,51
158.0,Oklahoma State,Field,Electrical Engineering,10.0,3.0,108,0.25563114891776,123
158.0,Oklahoma State,Field,English Language and Literature,15.0,7.0,98,0.3185599710440777,112
158.0,Oklahoma State,Field,Entomology,10.0,4.0,28,0.1827209178583487,29
158.0,Oklahoma State,Field,Environmental Engineering,5.0,2.0,97,0.2940672803612484,75
158.0,Oklahoma State,Field,Finance,9.0,5.0,60,0.3888548711401007,72
158.0,Oklahoma State,Field,Geography,1.0,1.0,150,0.1329161513779293,87
158.0,Oklahoma State,Field,History,4.0,1.0,121,0.2433449067718107,179
158.0,Oklahoma State,Field,Horticulture,5.0,2.0,25,0.0,20
158.0,Oklahoma State,Field,Human Development and Family Sciences,23.0,11.0,22,0.3409784639816527,40
158.0,Oklahoma State,Field,Industrial Engineering,20.0,12.0,20,0.5383752480261441,24
158.0,Oklahoma State,Field,Management,24.0,9.0,48,0.4135945366355206,75
158.0,Oklahoma State,Field,Management Information Systems,11.0,6.0,35,0.5280565195267839,34
158.0,Oklahoma State,Field,Marketing,20.0,7.0,41,0.5378144400867285,47
158.0,Oklahoma State,Field,Mathematics,18.0,2.0,80,0.3754491846578983,104
158.0,Oklahoma State,Field,Mechanical Engineering,27.0,15.0,47,0.4190886022995449,70
158.0,Oklahoma State,Field,Microbiology,12.0,4.0,85,0.2735670286158271,86
158.0,Oklahoma State,Field,Molecular Biology,9.0,2.0,82,0.4360197121574866,42
158.0,Oklahoma State,Field,Natural Resources,15.0,6.0,27,0.4234282844014396,23
158.0,Oklahoma State,Field,Nutrition Sciences,24.0,7.0,22,0.5654870042760787,23
158.0,Oklahoma State,Field,Physics,7.0,4.0,107,0.3171213904384874,151
158.0,Oklahoma State,Field,Physiology,1.0,1.0,190,0.1262104882938211,97
158.0,Oklahoma State,Field,Plant Pathology,7.0,2.0,32,0.0959660330499132,28
158.0,Oklahoma State,Field,Plant Sciences,21.0,7.0,25,0.4557035331787502,18
158.0,Oklahoma State,Field,Political Science,3.0,2.0,132,0.203884258957462,174
158.0,Oklahoma State,Field,Psychology,27.0,9.0,92,0.4586980343822457,106
158.0,Oklahoma State,Field,Sociology,10.0,4.0,85,0.3124095579281233,118
158.0,Oklahoma State,Field,Soil Science,29.0,13.0,12,0.5755203033289515,9
158.0,Oklahoma State,Field,Statistics,12.0,2.0,65,0.4312668665946261,51
158.0,Oklahoma State,Field,Systems Engineering,9.0,6.0,38,0.4433542280220809,26
158.0,Oklahoma State,Field,Veterinary Medical Sciences,60.0,33.0,20,0.6073800274893801,25
158.0,Oklahoma State,Domain,Applied Sciences,237.0,107.0,34,0.4187968016966618,81
158.0,Oklahoma State,Domain,Education,74.0,34.0,43,0.4896693682206198,83
158.0,Oklahoma State,Domain,Engineering,104.0,48.0,62,0.4662882800594384,99
158.0,Oklahoma State,Domain,Humanities,25.0,9.0,138,0.2818461677869672,174
158.0,Oklahoma State,Domain,Mathematics and Computing,44.0,10.0,92,0.3681347793587495,114
158.0,Oklahoma State,Domain,Medicine and Health,165.0,76.0,82,0.5155045468459262,98
158.0,Oklahoma State,Domain,Natural Sciences,116.0,47.0,101,0.3999493253867035,155
158.0,Oklahoma State,Domain,Social Sciences,94.0,41.0,77,0.3986877336104503,144
159.0,Old Dominion,Academia,Academia,199.0,71.0,151,0.2742094510367226,285
159.0,Old Dominion,Field,Aerospace Engineering,8.0,3.0,57,0.2703698556273282,38
159.0,Old Dominion,Field,Atmospheric Sciences and Meteorology,2.0,1.0,95,0.277035076266904,40
159.0,Old Dominion,Field,Biological Sciences,4.0,1.0,155,0.303756489791696,144
159.0,Old Dominion,Field,Communication Disorders and Sciences,5.0,1.0,62,0.3702259419192092,56
159.0,Old Dominion,Field,Computer Engineering,10.0,3.0,105,0.3219178577005552,103
159.0,Old Dominion,Field,Computer Science,7.0,2.0,127,0.3046864598632476,131
159.0,Old Dominion,Field,Counselor Education,10.0,1.0,47,0.41037555240426,37
159.0,Old Dominion,Field,Criminal Justice and Criminology,1.0,1.0,123,0.2391562793637804,49
159.0,Old Dominion,Field,Curriculum and Instruction,8.0,4.0,93,0.3405798476593087,73
159.0,Old Dominion,Field,Education Administration,2.0,1.0,156,0.3057836069728355,102
159.0,Old Dominion,Field,Electrical Engineering,11.0,3.0,104,0.2394144494887566,129
159.0,Old Dominion,Field,Environmental Health Sciences,2.0,1.0,81,0.3250073446320268,39
159.0,Old Dominion,Field,"Exercise Science, Kinesiology, Rehab, Health",9.0,2.0,112,0.316010867804131,99
159.0,Old Dominion,Field,Gender Studies,1.0,1.0,87,0.1045961771356443,45
159.0,Old Dominion,Field,Geography,1.0,1.0,128,0.0856567251609899,93
159.0,Old Dominion,Field,Information Technology,3.0,2.0,108,0.4435999476752012,34
159.0,Old Dominion,Field,Management,6.0,2.0,109,0.3284541183721517,94
159.0,Old Dominion,Field,Marine Sciences,4.0,2.0,59,0.2474512666247661,23
159.0,Old Dominion,Field,Marketing,2.0,1.0,111,0.2832608831314457,86
159.0,Old Dominion,Field,Mathematics,8.0,3.0,113,0.1967009542810989,183
159.0,Old Dominion,Field,Mechanical Engineering,12.0,4.0,82,0.400176116534766,77
159.0,Old Dominion,Field,Nursing,14.0,7.0,114,0.6426578684473965,83
159.0,Old Dominion,Field,Physics,7.0,2.0,106,0.4767720415672274,78
159.0,Old Dominion,Field,Political Science,7.0,1.0,100,0.2739694399779192,153
159.0,Old Dominion,Field,Psychology,15.0,4.0,126,0.303566828610619,165
159.0,Old Dominion,Field,Public Health,5.0,1.0,150,0.2466892954412201,89
159.0,Old Dominion,Field,Sociology,2.0,1.0,128,0.1847477776452956,173
159.0,Old Dominion,Field,Special Education,6.0,3.0,59,0.5853108571524582,20
159.0,Old Dominion,Field,Statistics,6.0,2.0,93,0.2298056047322395,90
159.0,Old Dominion,Field,Systems Engineering,3.0,1.0,64,0.2141732392117054,43
159.0,Old Dominion,Domain,Applied Sciences,14.0,4.0,141,0.1715309481592887,171
159.0,Old Dominion,Domain,Education,35.0,11.0,88,0.2714804856365475,161
159.0,Old Dominion,Domain,Engineering,42.0,18.0,100,0.3687381135568976,146
159.0,Old Dominion,Domain,Mathematics and Computing,30.0,9.0,117,0.2338507248085317,180
159.0,Old Dominion,Domain,Medicine and Health,42.0,18.0,176,0.327593530239309,178
159.0,Old Dominion,Domain,Natural Sciences,27.0,8.0,184,0.3759508164459429,171
159.0,Old Dominion,Domain,Social Sciences,34.0,7.0,137,0.3213263818054105,189
160.0,Oregon Health & Science,Academia,Academia,184.0,69.0,159,0.4647946996886684,136
160.0,Oregon Health & Science,Field,Biochemistry,8.0,1.0,94,0.4541719580142573,86
160.0,Oregon Health & Science,Field,Biomedical Engineering,4.0,2.0,99,0.2113925316050644,76
160.0,Oregon Health & Science,Field,Cell Biology,8.0,4.0,109,0.3933076941102156,53
160.0,Oregon Health & Science,Field,Epidemiology,9.0,3.0,57,0.0756696080828496,65
160.0,Oregon Health & Science,Field,Immunology,17.0,7.0,46,0.4826363121235055,42
160.0,Oregon Health & Science,Field,Information Science,9.0,3.0,47,0.2981569704518827,42
160.0,Oregon Health & Science,Field,Microbiology,18.0,7.0,63,0.4411090133022191,60
160.0,Oregon Health & Science,Field,Molecular Biology,7.0,1.0,68,0.4045507790405874,44
160.0,Oregon Health & Science,Field,Neuroscience,14.0,3.0,57,0.3857973224897365,52
160.0,Oregon Health & Science,Field,Nursing,62.0,30.0,24,0.761813146123705,49
160.0,Oregon Health & Science,Field,Pharmacology,8.0,1.0,90,0.4836713543703171,48
160.0,Oregon Health & Science,Domain,Mathematics and Computing,11.0,4.0,167,0.2730574195462897,157
160.0,Oregon Health & Science,Domain,Medicine and Health,119.0,47.0,97,0.3854156145893617,155
160.0,Oregon Health & Science,Domain,Natural Sciences,87.0,30.0,121,0.4381071747608189,134
161.0,Oregon State,Academia,Academia,801.0,322.0,78,0.476152614891847,127
161.0,Oregon State,Field,Agricultural Economics,19.0,10.0,18,0.5417672220337213,12
161.0,Oregon State,Field,Agricultural Engineering,9.0,2.0,66,0.2147520755947823,73
161.0,Oregon State,Field,Agronomy,20.0,16.0,16,0.3975723095233663,17
161.0,Oregon State,Field,Animal Sciences,22.0,8.0,26,0.5253663752945921,31
161.0,Oregon State,Field,Atmospheric Sciences and Meteorology,31.0,14.0,9,0.4782472115753307,24
161.0,Oregon State,Field,Biochemistry,23.0,10.0,59,0.6820039678113439,26
161.0,Oregon State,Field,Biophysics,7.0,4.0,46,0.9342802366532248,2
161.0,Oregon State,Field,Business Administration,1.0,1.0,136,0.2140048739479903,42
161.0,Oregon State,Field,Chemical Engineering,8.0,2.0,75,0.3799107866284844,84
161.0,Oregon State,Field,Chemistry,7.0,3.0,112,0.4344566930573306,82
161.0,Oregon State,Field,Civil Engineering,17.0,3.0,58,0.4183926970301085,65
161.0,Oregon State,Field,Computer Science,14.0,3.0,95,0.4213497279845242,81
161.0,Oregon State,Field,Economics,10.0,3.0,87,0.3196155309426425,134
161.0,Oregon State,Field,Education,3.0,1.0,107,0.4300776940122333,47
161.0,Oregon State,Field,Electrical Engineering,14.0,2.0,96,0.4401734217706951,65
161.0,Oregon State,Field,Environmental Engineering,16.0,4.0,53,0.3926356666423616,57
161.0,Oregon State,Field,"Exercise Science, Kinesiology, Rehab, Health",30.0,7.0,53,0.4534080487252984,76
161.0,Oregon State,Field,Food Science,14.0,5.0,27,0.4997935168945683,24
161.0,Oregon State,Field,Forestry and Forest Resources,83.0,39.0,0,0.8063827893217251,5
161.0,Oregon State,Field,Geology,57.0,21.0,18,0.450756687896973,64
161.0,Oregon State,Field,History,1.0,1.0,174,0.3454728224076463,130
161.0,Oregon State,Field,Horticulture,17.0,8.0,16,0.5548087339798352,10
161.0,Oregon State,Field,Human Development and Family Sciences,17.0,4.0,36,0.5075539197362318,25
161.0,Oregon State,Field,Industrial Engineering,10.0,4.0,42,0.3256911952643561,52
161.0,Oregon State,Field,Mathematics,13.0,8.0,89,0.4321679384706207,95
161.0,Oregon State,Field,Mechanical Engineering,20.0,11.0,65,0.3137714250202333,107
161.0,Oregon State,Field,Microbiology,22.0,9.0,52,0.7833089621048073,17
161.0,Oregon State,Field,Natural Resources,58.0,23.0,1,0.814366365562792,3
161.0,Oregon State,Field,Nutrition Sciences,18.0,12.0,31,0.3833553660224021,47
161.0,Oregon State,Field,Pharmacy,6.0,3.0,66,0.2179853066946299,41
161.0,Oregon State,Field,Physics,5.0,1.0,133,0.4339701414871302,98
161.0,Oregon State,Field,Plant Pathology,20.0,10.0,17,0.4158409811413129,19
161.0,Oregon State,Field,Political Science,3.0,2.0,128,0.2936783515695638,140
161.0,Oregon State,Field,Public Health,15.0,4.0,70,0.3835817784739432,70
161.0,Oregon State,Field,Sociology,6.0,5.0,103,0.3358129900387669,110
161.0,Oregon State,Field,Soil Science,30.0,21.0,10,0.6508323749267422,6
161.0,Oregon State,Field,Statistics,9.0,4.0,75,0.4569432348957605,48
161.0,Oregon State,Field,Veterinary Medical Sciences,31.0,15.0,23,0.5805991584677037,28
161.0,Oregon State,Domain,Applied Sciences,115.0,58.0,64,0.3400307723653402,100
161.0,Oregon State,Domain,Education,23.0,7.0,102,0.5059463195339757,79
161.0,Oregon State,Domain,Engineering,75.0,22.0,79,0.447094439091675,111
161.0,Oregon State,Domain,Humanities,4.0,1.0,217,0.2839880957812832,172
161.0,Oregon State,Domain,Mathematics and Computing,42.0,13.0,95,0.4732190606486147,76
161.0,Oregon State,Domain,Medicine and Health,167.0,69.0,83,0.4796393934027907,116
161.0,Oregon State,Domain,Natural Sciences,405.0,156.0,37,0.6024106946800397,56
161.0,Oregon State,Domain,Social Sciences,54.0,18.0,114,0.4712424239847181,107
163.0,Penn State,Academia,Academia,3190.0,987.0,19,0.6315045567655745,56
163.0,Penn State,Field,Accounting,52.0,15.0,8,0.8740411669520234,10
163.0,Penn State,Field,Aerospace Engineering,53.0,12.0,10,0.6195729121186488,11
163.0,Penn State,Field,Agricultural Economics,21.0,10.0,20,0.3919577778505814,20
163.0,Penn State,Field,Agricultural Engineering,34.0,9.0,17,0.4875303143600398,33
163.0,Penn State,Field,Animal Sciences,34.0,13.0,20,0.6618567760128449,22
163.0,Penn State,Field,Anthropology,55.0,13.0,18,0.6955991210397376,28
163.0,Penn State,Field,Architecture,25.0,7.0,12,0.4370130827907078,45
163.0,Penn State,Field,Art History and Criticism,14.0,6.0,27,0.5882452263528163,27
163.0,Penn State,Field,Astronomy,20.0,5.0,33,0.4502991351187318,37
163.0,Penn State,Field,Atmospheric Sciences and Meteorology,40.0,10.0,4,0.7166763404936576,12
163.0,Penn State,Field,Biochemistry,56.0,21.0,24,0.6135565854176427,40
163.0,Penn State,Field,Biological Sciences,83.0,28.0,21,0.6441631842806319,34
163.0,Penn State,Field,Biostatistics,10.0,3.0,27,0.8466773396217387,10
163.0,Penn State,Field,Chemical Engineering,27.0,8.0,27,0.6246758263267765,32
163.0,Penn State,Field,Chemistry,71.0,23.0,19,0.6603780697048661,29
163.0,Penn State,Field,Civil Engineering,49.0,13.0,20,0.6558766667013792,25
163.0,Penn State,Field,Classics and Classical Languages,6.0,2.0,45,0.4187473631743028,40
163.0,Penn State,Field,Communication Disorders and Sciences,15.0,7.0,20,0.771929075082079,11
163.0,Penn State,Field,Comparative Literature,10.0,1.0,17,0.4852251009782852,22
163.0,Penn State,Field,Computer Engineering,63.0,18.0,23,0.7395157122465441,24
163.0,Penn State,Field,Computer Science,79.0,23.0,21,0.6410149769682343,33
163.0,Penn State,Field,Counselor Education,49.0,19.0,1,0.7312609206262923,9
163.0,Penn State,Field,Criminal Justice and Criminology,23.0,5.0,12,0.7793655085920359,5
163.0,Penn State,Field,Curriculum and Instruction,72.0,31.0,6,0.7563642456112585,16
163.0,Penn State,Field,Ecology,12.0,2.0,14,0.3549216055658084,26
163.0,Penn State,Field,Economics,49.0,17.0,31,0.6379411852912601,30
163.0,Penn State,Field,Education Administration,79.0,22.0,3,0.8181961305089938,7
163.0,Penn State,Field,Electrical Engineering,70.0,25.0,21,0.5206797916111311,46
163.0,Penn State,Field,English Language and Literature,110.0,28.0,23,0.5561869491826824,50
163.0,Penn State,Field,Entomology,21.0,8.0,17,0.4359517462492397,19
163.0,Penn State,Field,Environmental Engineering,44.0,15.0,20,0.5981196608773365,27
163.0,Penn State,Field,Epidemiology,10.0,2.0,49,0.6242154350323392,20
163.0,Penn State,Field,"Exercise Science, Kinesiology, Rehab, Health",125.0,46.0,1,0.659070142600986,34
163.0,Penn State,Field,Finance,41.0,10.0,24,0.6856855713233451,15
163.0,Penn State,Field,Food Science,30.0,7.0,12,0.6730751872933439,11
163.0,Penn State,Field,French Language and Literature,6.0,3.0,27,0.5618425115067308,21
163.0,Penn State,Field,Gender Studies,6.0,1.0,33,0.6194452906583612,13
163.0,Penn State,Field,Geography,47.0,16.0,7,0.698409373413969,13
163.0,Penn State,Field,Geology,85.0,32.0,8,0.6547552699343688,24
163.0,Penn State,Field,Germanic Languages and Literatures,7.0,1.0,25,0.5337291669165787,27
163.0,Penn State,Field,"Health, Physical Education, Recreation",44.0,15.0,2,1.0,0
163.0,Penn State,Field,History,21.0,9.0,52,0.4709457731863669,82
163.0,Penn State,Field,Human Development and Family Sciences,89.0,19.0,0,0.8391195162709161,3
163.0,Penn State,Field,Immunology,29.0,14.0,19,0.6626299981123973,21
163.0,Penn State,Field,Industrial Engineering,60.0,10.0,4,0.7560163990978586,10
163.0,Penn State,Field,Information Science,13.0,6.0,30,0.4179093925408162,27
163.0,Penn State,Field,Information Technology,26.0,15.0,10,0.6374911569689141,19
163.0,Penn State,Field,International Affairs,12.0,4.0,34,0.7095926915360203,10
163.0,Penn State,Field,Linguistics,12.0,2.0,28,0.4965246785992745,28
163.0,Penn State,Field,Management,78.0,23.0,18,0.7032402230412378,15
163.0,Penn State,Field,Marketing,36.0,10.0,18,0.8766123602759643,6
